id,type,source,chapter_id,creator,question
MA0211,INT,MODULE,MA03,admin,"EXERCISE#4(JA)

The area bounded by the angle bisectors of the lines x$^2-y^2+2y=1$ and the line x+y=3, is

[JEE 2004 (Screening)]

$( \mathbf{B} )$ 3

$(\mathbb{C})4$

(A) 2

$(D)6$

The area of the triangle formed by the intersection of a line parallel to x-axis and passing
through P(h,k) with the lines y=x and x+y=2 is 4h$^{2}.$Find the locus of the point P.
$[ \textbf{JEE 2005, Mains}, 2]$

(C)(3,4/3)

(D) ( 4/3, 2/3 )

(a) Let O(0, 0), P(3, 4), Q(6, 0) be the vertices of the triangle OPQ. The point R inside the
triangle OPQ is such that the triangles OPR, PQR, OQR are of equal area. The coordinates
of R are
(A)(4/3,3)
$(\mathbf{B})\left(3,2/3\right.)$
(b) Lines Lı: y- x=0 and L2: 2x + y= 0 intersect the line L3: y + 2 = 0 at P and Q,
respectively. The bisector of the acute angle between Lı and L$_2$ intersects L$_3$ at R.
Statement-1: The ratio PR : RQ equals 2 $\sqrt{2}:\sqrt{5}$
because
Statement-2 : In any triangle, bisector of an angle divides the triangle into two similar
triangles.
(A) Statement-l is true, statement-2 is true; statement-2 is a correct explanation for statement-l. (B) Statement-1 is true, statement-2 is true; statement-2 is NOT a correct explanation for statement-1
(C) Statement-1 is true, statement-2 is false.
$[JEE2007,3+3]$
(D) Statement-1 is false, statement-2 is true.
Consider the lines given by
$\mathrm{L}_{1}=$x+3y-5=0 $\mathrm{L}_{2}=3$x-ky-1=0 $\mathrm{L}_{3}=5$x+2y-12=0 Match the statements/Expression in Column-I with the statements/Expressions in Column-II and indicate your answer by darkening the appropriate bubbles in the $4\times4$ matrix given in OMR.
$[ \mathbf{JEE}$ 2008,6]
Column-I
Column-II $(\mathbf{P})$k=-9
(A) L$_1$, L$_2$, L$_3$ are concurrent, if
(B) One of L$_1$,L$_2$,L$_3$ is parallel to at least one of the other two, if
$(\mathbb{Q})$k$=-\frac65$
$$\text{(R) k}=\frac{5}{6}$$
(C) L$_1,\mathrm{L}_2,\mathrm{L}_3$ form a triangle, if

$\boxed{20}$"
MA0212,INT,MODULE,MA03,admin,"$\frac{\text{}}{0)\mathrm{~L}_{1},\mathrm{L}_{2},\mathrm{L}_{3}\mathrm{~do~not~form~a~triangle,~if}}$"
MA0213,INT,MODULE,MA03,admin,"Let P, Q, R and S be the points on the plane with position vectors $-2\hat{\mathrm{i}}-\hat{\mathrm{j}},4\hat{\mathrm{i}},3\hat{\mathrm{i}}+3\hat{\mathrm{j}}$ and

$-3\hat{\mathrm{i}}+2\hat{\mathrm{j}}$respectively.The quadrilateral PQRS must be a  [JEE 2010,3]

(A) parallelogram, which is neither a rhombus nor a rectangle

$(\mathbf{B})$ square

(C) rectangle, but not a square

(D) rhombus, but not a square"
MA0214,INT,MODULE,MA03,admin,"A straight line L through the point (3,-2) is inclined at an angle 60°to the line $\sqrt{3}$ x+y=1.

$[ \textbf{JEE 2011}, 3( - 1) ]$

If L also intersect the x-axis, then the equation of L is

(A) y$+\sqrt3$ x$+2-3\sqrt{3}=0$

$(\mathbf{B})$ y$-\sqrt3$ x+2+3 $\sqrt 3= 0$ (D) $\sqrt 3$ y+x-3 +2 $\sqrt {3}$ =0

$( \mathbf{C} )$ $\sqrt {3}$ $\mathbf{y} - \mathbf{x} + 3+ 2$ $\sqrt {3}$ =0"
MA0215,INT,MODULE,MA03,admin,"For a>b>c>0, the distance between (1, 1) and the point of intersection of the lines
[JEE-Advanced 2013,2]
ax+ by+ c= 0 and bx+ ay+ c= 0 is less than 2$\sqrt {2}$ .  Then
$(\mathbf{B})$ a$-\mathbf{b}+\mathbf{c}<0$
(A)a+b-c>0
( D)  a+ b- c< 0
( C)  a- b+ c> 0"
MA0216,INT,MODULE,MA03,admin,"For a point P in the plane, let d_1 (P) and d_2 (P) be the distances of the point P from the lines
x-y=0 and x+ y=0 respectively. The area of the region R consisting of all points P lying in
the first quadrant of the plane and satisfying 2\leq d_1(P)+ d_2 (P)\leq4, is
[JEE(Advanced)-2014,3]


Common Data for Questions 9 to 10

Question Stem
Consider the lines L_1 and L_2 defined by
$L_{1}$: x$\sqrt {2}$+ y- 1= 0 and $L_{2}$: x$\sqrt {2}$- y+ 1= 0

For a fixed constant l, let C be the locus of a point P such that the product of the distance of P from L1
and the distance of P from L$_2$ is $\lambda^2.$ The line y$=2x+1$ meets C at two points R and S, where the
distance between R and S is $\sqrt{270}$
Let the perpendicular bisector of RS meet C at two distinct points R'and S'. Let D be the square of the
distance between R'and S'.

$\boxed{21}$



POINT & STRAIGHT LINE"
MA0217,INT,MODULE,MA03,admin,The value of $\lambda^2$ is\_\_\_\_\_\_\_\_[JEE Advanced 2021]
MA0218,INT,MODULE,MA03,admin,"The value of D is

$[ \textbf{JEE Advanced 2021}]$"
MA0219,INT,MODULE,MA03,admin,"The line x=c cuts the triangle with corners (0,0); (1,1) and (9,1) into two region. For the area

of the two regions to be the same c must be equal to-

$(\mathbf{B})3$

$(\mathbb{C})7/2$

(A) 5/2

(D)3 or 15"
MA0220,INT,MODULE,MA03,admin,"If m and b are real numbers and mb > 0, then the line whose equation is y = mx + b cannot

contain the point-

(A$)\left(0,2009\right)$

$( \mathbf{B} )$ (2009,0)

(C)(0,-2009)

(D$)\left(20,-100\right)$"
MA0221,INT,MODULE,MA03,admin,"In a triangle ABC, side AB has the equation 2x + 3y = 29 and the side AC has the equation,

x+2y=16. If the mid- point of BC is (5,6) then the equation of BC is :

(D) 3x- 4y= - 9

$( \mathbf{B} )$ 5x-2y=13

(A) x-y=-1

(C) x+y=11"
MA0222,INT,MODULE,MA03,admin,"The vertex of the right angle of a right angled triangle lies on the straight line 2x-y-10=0

and the two other vertices, at points (2,-3) and (4,1) then the area of triangle in sq. units is-

(A$)\sqrt10$

$(\mathbf{B})3$

$(D)11$

$( \mathbb{C} )$ $\frac {33}5$"
MA0223,INT,MODULE,MA03,admin,"$The line (k+1)^2 x+ky-2k^2-2=0$ passes through a point regardless of the value k. Which of

the following is the line with slope 2 passing through the point ?

(D)y=2x+8

(A) y=2x-8

$(\mathbf{B})$ y=2x-5

(C) y=2x-4"
MA0224,INT,MODULE,MA03,admin,"A triangle ABC is formed by the lines 2x-3y-6=0; 3x-y+3=0 and 3x +4y-12=0

If the points P(α,0) and Q(0,β) always lie on or inside the $\Delta$ABC, then:

(A) $\alpha \in [ - 1, 2]$ and $\beta\in[-2,3]$

$\left(\mathbf{B}\right)\alpha\in\left[-1,3\right]$and$\beta\in\left[-2,4\right]$ (D)$\alpha\in[-1,3]$ and $\beta\in[-2,3]$

(C) $\alpha \in [ - 2, 4]$ and $\beta\in[-3,4]$"
MA0225,INT,MODULE,MA03,admin,"The co-ordinates of a point P on the line 2x-y+5=0 such that |PA-PB| is maximum where

A is (4,-2) and B is (2,-4) will be:

$\left(\mathrm{A}\right)\left(11,27\right)$

(D)(0,5)

(C)(-11,17)

$( \mathbf{B} )$ (-1 1,-1 7)

<table>
	<tbody>
		<tr>
			<td>8.</td>
			<td>f the straight lines joining ti of intersection of the curve</td>
		</tr>
		<tr>
			<td> </td>
			<td>A) is equal to l $(\mathbf{B})$ is equal to-1</td>
		</tr>
		<tr>
			<td> </td>
			<td>C) is equal to 2 ( D)  does not e Y1ct</td>
		</tr>
	</tbody>
</table>

22



POINT & STRAIGHT LINE"
MA0226,INT,MODULE,MA03,admin,"Through a point A on the x-axis a straight line is drawn parallel to y-axis so as to meet the pair

of straight lines ax$^2+2$hxy+by$^2=0$ in B and C. If AB=BC then-

(D) $4\mathrm{h} ^2=$ab

$\left(\mathrm{A}\right)\mathrm{h}^{2}=4$ab

$( \mathbf{B} )$ $8\mathrm{h} ^{2}= 9$ab

( C)  9$h^{2}$= 8ab

$[\mathbf{MULTIPLECHOICE}]$"
MA0227,INT,MODULE,MA03,admin,"The area of triangle ABC is 20 square units. The co-ordinates of vertex A are (-5,0) and B are
(3,0).The vertex C lies on the line, x-y=2. The co-ordinates of C are-
$\left(\mathrm{A}\right)\left(5,3\right)$
$\left(\mathbf{B}\right)\left(-3,-5\right)$
$\left(\mathrm{C}\right)\left(-5,-7\right)$
$\left(\mathrm{D}\right)\left(7,5\right)$"
MA0228,INT,MODULE,MA03,admin,"Three vertices of a triangle are A(4,3); B(1,-1) and C(7,k). Value(s) of k for which centroid,
orthocentre, incentre and circumcentre of the $\Delta$ABC lie on the same straight line is/are-
(A) 7
$(\mathbf{B})-1$
$(\mathbb{C})-19/8$
(D) none



Line $\frac{\mathrm{x}}{\mathrm{a}}+\frac{\mathrm{y}}{\mathrm{b}}=1$ cuts the co-ordinate axes at A(a,0) and B(0,b) and the line $\frac{\mathrm{x}}{\mathrm{a}}+\frac{\mathrm{y}}{\mathrm{b}}=-1$ a"
MA0229,INT,MODULE,MA03,admin,"A'(-a',0) and B'(0,-b'). If the points A,B,A',B' are concyclic then the orthocentre of the triangle
ABA' is -
$$\text{(C)}\left(0,\dfrac{\text{aa'}}{\text{b}}\right)\quad\text{(D)}\left(0,\dfrac{\text{bb'}}{\text{a}}\right)$$
$(\mathbf{B})(0,\mathbf{b}^{\prime})$


(A)(0,0)"
MA0230,INT,MODULE,MA03,admin,"A line passes through the origin and makes an angle of $\pi/4$ with the line x-y+ 1=0. Then :
(A) equation of the line is x=0

$(\mathbf{B})$ the equation of the line is y=0

$(\mathbf{C})$ the point of intersection of the line with the given line is (-1,0)

(D) the point of intersection of the line with the given line is (0,1)"
MA0231,INT,MODULE,MA03,admin,"Equation of a straight line passing through the point (2,3) and inclined at an angle of arc tan $\frac12$

with the line y+2x=5 is-

(C) $3x+ 4y- 18= 0$ (D) $4x+ 3y- 17= 0$

$(\mathbf{B})$ x=2

(A)y=3"
MA0232,INT,MODULE,MA03,admin,"Consider the equation y-y$_1=$m( x- $x_1$) .  If m and $x_1$ are fixed and different lines are drawn for
different values of y$_1$,then:
(A) the lines will pass through a fixed point (B) there will be a set of parallel lines
(C) all the lines intersect the line x=x
(D) all the lines will be parallel to the line y=x1."
MA0233,INT,MODULE,MA03,admin,"If one vertex of an equilateral triangle of side 'a' lies at the origin and the other lies on the line
$x-\sqrt{3} y=0 then the co-ordinates of the third vertex are :$
$$\mathbf{(B)}\left(\dfrac{\sqrt{3}a}{2},-\dfrac{a}{2}\right)\quad\text{(C)(0,-a)}\quad\text{(D)}\left(-\dfrac{\sqrt{3}a}{2},-\dfrac{a}{2}\right)$$
(A)(0,a)
<table>
	<tbody>
		<tr>
			<td>7.</td>
			<td>lihe sıdes ot a trıangle are $\sqrt {3}$ y+ x= 0.  Then which of</td>
		</tr>
	</tbody>
</table>
$\underline{23}$



POINT & STRAIGHT LINE

(D) orthocentre

$(\mathbf{B})$ centroid

$(\mathbb{C})$ incentre

(A) circumcentre"
MA0234,INT,MODULE,MA03,admin,"If a$^2+9\mathrm{b}^2-4\mathrm{c}^2=6$ab then the family of lines ax + by + c=0 are concurrent at :
(D$)\left(1/2,-3/2\right)$
(A$)\left(1/2,3/2\right)$
$\left(\mathbf{B}\right)\left(-1/2,-3/2\right)$
$\left(\mathbf{C}\right)\left(-1/2,3/2\right)$"
MA0235,INT,MODULE,MA03,admin,"The x-coordinates of the vertices of a square of unit area are the roots of the equation

$x^2$- 3| x| + 2= 0 and the y- coordinates of the vertices are the roots of the equation

y2-3y+2=0 then the possible vertices of the square is/are-

$( \mathbf{B} )$ (-1,1), (-2,1), (-2,2), (-1,2)

(A)(1,1),(2,1),(2,2),(1,2)

(C)(2,1),(1,-1),(1,2),(2,2)

(D)(-2,1),(-1,-1),(-1,2),(-2,2)"
MA0236,INT,MODULE,MA03,admin,"If the vertices P,Q,R of a triangle PQR are rational points, which of the following points of the
triangle PQR is/are always rational point(s) ?
(D) orthocentre
(A) centroid
$(\mathbf{B})$ incentre
(C) circumcentre"
MA0237,INT,MODULE,MA03,admin,"The lines L$_1$ and $\mathrm{L}_2$ denoted by $3\mathrm{x}^2+10$xy$+ 8\mathrm{y} ^2+ 14$x+22y+15=0 intersect at the point P and have gradients mı and m$_2$ respectively. The acute angles between them is $\theta.$ Which of the following relations hold good ?
( A)  $m_{1}$+ $m_{2}$= 5/ 4

$( \mathbf{B} )$ $\mathrm{m} _{1}\mathrm{m} _{2}= 3/ 8$

$(\mathbf{C})$ acute angle between L$_1$ and L$_2$ is $\sin^-1\left(\frac{2}{5\sqrt{5}}\right)$

(D) sum of the abscissa and ordinate of the point P is -1."
MA0238,INT,MODULE,MA03,admin,"Let B(1,-3) and D(0,4) represent two vertices of rhombus ABCD in (x,y) plane, then
coordinates of vertex A if $\angle$BAD= 6$0^{\circ }$ can be equal to-
$$(\mathrm{A})\left(\frac{1-7\sqrt{3}}{2},\frac{1-\sqrt{3}}{2}\right)(\mathrm{B})\left(\frac{1+7\sqrt{3}}{2},\frac{1+\sqrt{3}}{2}\right)\\(\mathrm{C})\left(\frac{1-14\sqrt{3}}{2},\frac{1-2\sqrt{3}}{2}\right)(\mathrm{D})\:\left(\frac{1+14\sqrt{3}}{2},\frac{1+2\sqrt{3}}{2}\right)$$
24



POINT & STRAIGHT LINE"
MA0239,INT,MODULE,MA03,admin,"Let ABC be a triangle such that the coordinates of A are (-3,1).Equation of the median through B is 2x + y-3 =0 and equation of the angular bisector of C is 7x-4y-1=0. Then match the entries of column-I with their corresponding correct entries of column-II.

Column-I
(A) Equation of the line AB is (B) Equation of the line BC is ( C) Equation of CA is

Column-II
$( \mathbf{P} )$ $2\mathbf{x} + \mathbf{y} - 3= 0$ $( \mathbb{Q} )$ 2x-3y+9=0 $( \mathbf{R} )$ 4x+7y+5=0 (S)18x-y-49=0"
MA0240,INT,MODULE,MA03,admin,"The equations of perpendiculars of the sides AB & AC of triangle ABC are x-y-4=0 ano
2x-y-5=0 respectively. If the vertex A is (-2,3) and point of intersection of perpendiculars
oisectors is $\left(\frac32,\frac52\right)$, find the equation of medians to the sides AB & AC respectively."
MA0241,INT,MODULE,MA03,admin,"The interior angle bisector of angle A for the triangle ABC whose coordinates of the vertice
are A(-8,5); B(-15,-19) and C(1,-7) has the equation ax+2y+c=0. Find 'a' and'c'"
MA0242,INT,MODULE,MA03,admin,"Find the equation of the straight lines passing through $(-2,-7)\&$ having an intercept of length
3 between the straight lines 4x +3y=12, 4x + 3y=3."
MA0243,INT,MODULE,MA03,admin,"Two sides of a rhombus ABCD are parallel to the lines y=x+2 & y=7x+3. If the diagonals of the rhombus intersect at the point (1,2)& the vertex A is on the y-axis, find the possible coordinates of A."
MA0244,INT,MODULE,MA03,admin,"Find the equations of the sides of a triangle having (4,-1) as a vertex, if the lines x-1=0 and
x-y-1=0 are the equations of two internal bisectors of its angles."
MA0245,INT,MODULE,MA03,admin,"P is the point (-1,2),a variable line through P cuts the x&y axes at A & B respectively Q is
the point on AB such that PA, PQ, PB are H.P. Find the locus of Q."
MA0246,INT,MODULE,MA03,admin,"Consider a ΔABC whose sides AB, BC and CA are represented by the straight lines 2x + y=0,
x+ py= q and x- y= 3 respectively. The point P is ( 2, 3) . 
(a) If P is the centroid, then find the value of (p+q).
(b) If P is the orthocentre, then find the value of (p+q). (c) If P is the circumcentre, then find the value of (p+q).


$\boxed{25}$



POINT & STRAIGHT LINE

then find$\left(\mathbf{a}+\frac{1}{\mathbf{b}^{2}}\right).$"
MA0247,INT,MODULE,MA03,admin,"$\overline{\text{The sides of a triangle have the combined equation x}^2-3y^2-2xy+8y-4=0.\text{The third side,}}$ which is variable always passes through the point (-5,-1).If the range of values of the slope of the third line so that the origin is an interior point of the triangle, lies in the interval (a,b),"
MA0248,INT,MODULE,MA03,admin,"Show that all the chords of the curve 3x$^2-y^2-2x+4y=0$ which subtend a right angle at the origin are concurrent. Does this result also hold for the curve, $3\mathrm{x} ^2+ 3\mathrm{y} ^2- 2$x+4y=0? If yes, what is the point of concurrency & if not, give reasons"
MA0249,INT,MODULE,MA03,admin,"The two-line pairs y$^2-4y+3=0$ and x$^2+4xy+4y^2-5x-10y+4=0$ enclose a 4-sided


convex polygon find (i) area of the polygon; (ii) length of its diagonals

26"
MA0250,INT,MODULE,MA03,admin,"Coordinates of the vertices of a triangle ABC are (12,8),(-2,6) and (6,0) then the correct
statement is-
(A) triangle is right but not isosceles (B) triangle is isosceles but not right (C) triangle is obtuse
(D) the product of the abscissa of the centroid, orthocenter and circumcenter is 160."
MA0251,INT,MODULE,MA03,admin,"Find the value of x_1if the distance between the points (x_1,2) and (3,4) be 8.
$( \mathbf{B} )$ $3\pm \sqrt {15}$
(A) $3\pm 2$ $\sqrt 15$
(D) $2\pm \sqrt 15$
(C) $2\pm 3$ $\sqrt 15$"
MA0252,INT,MODULE,MA03,admin,"If P(1,2), Q(4,6), R(5,7) & S(a, b) are the vertices of a parallelogram PQRS, then :
( A) a= 2, b= 4
$(\mathbf{B})$a$=3,\mathbf{b}=4$ ( D) a= 3, b= 5
(C)a$=2,\mathbf{b}=3$"
MA0253,INT,MODULE,MA03,admin,"The four points whose co-ordinates are (2,1),(1,4),(4,5),(5,2) form:
(A) a rectangle which is not a square
(B) a trapezium which is not a parallelogram
$(\mathbf{C})$ a square
(D) a rhombus which is not a square"
MA0254,INT,MODULE,MA03,admin,"The length of a line segment AB is 10 units. If the coordinates of one extremity are (2,-3) and the abscissa of the other extremity is 10 then the sum of all possible values of the ordinate of the other extremity is -
$(\mathbb{C})12$
(D)-6
(A)3
$(\mathbf{B})-4$"
MA0255,INT,MODULE,MA03,admin,"If A and B are the points (-3,4) and (2,1), then the co-ordinates of the point C on AB




produced such that AC=2BC are:
$$\mathrm{A})\:(2,4)\quad(\mathrm{B})\:(3,7)\quad(\mathrm{C})\:(7,-2)\quad(\mathrm{D})\:\left(-\frac{1}{2},\frac{5}{2}\right)$$"
MA0256,INT,MODULE,MA03,admin,"The orthocenter of the triangle ABC is 'B'and the circumcenter is'S'(a,b).If A is the origin
then the co-ordinates of C are :
$$\mathrm{(B)\left(\frac{a}{2},\frac{b}{2}\right)\quad(C)\left(\sqrt{a^2+b^2},0\right)\quad(D)~none}$$
(A$)\left(2\mathrm{a},2\mathbf{b}\right)$"
MA0257,INT,MODULE,MA03,admin,"A particle begins at the origin and moves successively in the following manner as shown,

1



POINT & STRAIGHT LINE

1/2 unit up,
1/4 unit to the right,
1/16 unit to the right etc.
$$$$
1 unit to the right,
1/8 unit down,


The length of each move is half the length of the previous move and movement continues in the
'zigzag' manner infinitely. The co-ordinates of the point to which the'zigzag' converges is -
$\left(\mathrm{D}\right)\left(2,2/5\right)$
(A) (4/3, 2/3)
$\left(\mathbf{B}\right)\left(4/3,2/5\right)$
(C$)\left(3/2,2/3\right)$"
MA0258,INT,MODULE,MA03,admin,"The medians of a triangle meet at (0,-3) and its two vertices are at (-1,4) and (5,2). Then the
third vertex is at-

$\left(\mathrm{A}\right)\left(4,15\right)$

$\left(\mathbf{B}\right)\left(-4,-15\right)$

(C)(-4,15)

(D)(4,-15)"
MA0259,INT,MODULE,MA03,admin,"If the two vertices of a triangle are (7,2) and (1,6) and its centroid is (4,6) then the coordinate of

the third vertex are (a, b). The value of (a+b), is-

(A)13

$(\mathbf{B})14$

$(\mathbb{C})15$


$(D)16$

$\mathbf{11. \:}$If in triangle ABC, A$\equiv(1,10)$,circumcenter$\equiv\left(-\frac13,\frac23\right)$and orthocenter$\equiv\left(\frac{11}3,\frac43\right)$thenth

co-ordinates of mid-point of side opposite to A is-

$\left(\mathrm{D}\right)\left(1,6\right)$

$\left(\mathbf{B}\right)\left(1,5\right)$

$\left(\mathbf{C}\right)\left(1,-3\right)$

(A$)\left(1,-11/3\right)$

are
<table>
	<tbody>
		<tr>
			<th rowspan=""2"">12.</th>
			<th>Suppose ABC is a triangle with (cosB-sinA, sinB-cosA)can b</th>
			<th>te angles A, B and C. The point whose coordinates he.</th>
		</tr>
		<tr>
			<th>Suppose ABC is a triangle with (cosB-sinA, sinB-cosA)can b (A) first and $2^\mathrm{nd}$ quadrant (C) third and 4$^\mathrm{th}$ quadrant</th>
			<th>te angles A, B and C. The point whose coordinates he- $(\mathbf{B})$ second and the 3$^\mathrm{rd}$ quadrant (D) second quadrant only</th>
		</tr>
		<tr>
			<td>13.</td>
			<td>Consider the points P( 2, - 4) ; Q( 4, 1)  ( A)  form an equilateral triangle $(\mathbf{B})$ form a right angled triangle (C) form an isosceles triangle wh (10) are collinear 1</td>
			<td>${\mathrm{nd~R}}(7,1).{\mathrm{~The~points~P,Q,R~-}}$ not equilateral</td>
		</tr>
		<tr>
			<td rowspan=""2"">14.</td>
			<td>A triangle has rwo or its vertices on the x-axis. If the area of the tr $x+ka+kier$ $is.$</td>
			<td>1.4 and $(L,L)$ in the cartesian plane. Irs thiro Verlex e is 2 square units then the sum of the possible absci</td>
		</tr>
		<tr>
			<td>$(\mathbf{A})-4$ $( \mathbf{B} )$ 0</td>
			<td>(C) 5 (D)6</td>
		</tr>
	</tbody>
</table>
lies



2



POINT & STRAIGHT LINE"
MA0260,INT,MODULE,MA03,admin,"A point P(x, y) moves so that the sum of the distance from P to the coordinate axes is equal to

the distance from P to the point A(1,1). The equation of the locus of P in the first quadrant is -

$\left(\mathrm{A}\right)\left(\mathrm{x}+1\right)\left(\mathrm{y}+1\right)=1$

$\left(\mathbf{B}\right)\left(\mathbf{x}+1\right)\left(\mathbf{y}+1\right)=2$ (D)(x-1)(y-1)=2

(C)(x-1)(y-1)=1"
MA0261,INT,MODULE,MA03,admin,"Let A(2,-3) and B(-2,1) be vertices of a ΔABC. If the centroid of ΔABC moves on the line
$2x+3y=1$,then the locus of the vertex C is-

(D)3x-2y=3

$(\mathbb{C})$ 3x+2y=5

$\left(\mathbf{B}\right)2\mathbf{x}-3\mathbf{y}=7$

(A)2x+3y=9"
MA0262,INT,MODULE,MA03,admin,"A stick of length 10 units rests against the floor and a wall of a room. If the stick begins to slide

on the floor then the locus of its middle point is :

(C) $\mathrm{x} ^2+ \mathrm{y} ^{2}= 100$

$( \mathbf{B} )$ $\mathbf{x} ^{2}+ \mathbf{y} ^{2}= 25$

$(D)$ none

( A)  $x^{2}$+ $y^{2}$= 2. 5"
MA0263,INT,MODULE,MA03,admin,"Given the points A(0,4) and B(0,-4), the equation of the locus of the point P such that

|AP- BP|=6is-

$\left(\mathrm{A}\right)9\mathrm{x}^{2}-7\mathrm{y}^{2}+63=0$

$( \mathbf{B} )$ $9\mathbf{x} ^{2}- 7\mathbf{y} ^{2}- 63= 0$ $( \mathbf{D} )$ $7\mathbf{x} ^{2}- 9\mathbf{y} ^{2}- 63= 0$

$( \mathbf{C} )$ $7\mathbf{x} ^{2}- 9\mathbf{y} ^{2}+ 63= 0$"
MA0264,INT,MODULE,MA03,admin,"A line passes through (2,2) and cuts a triangle of area 9 square units from the first quadrant.

The sum of all possible values for the slope of such a line, is-

$(\mathbf{B})-2$

$(\mathbf{C})-1.5$

(D)-1

(A)-2.5

<table>
	<tbody>
		<tr>
			<th rowspan=""2"">20.</th>
			<th>The diagonals of a parallelogram PQF PQRS must be a: (A) Rectangle (C) cyclic quadrilateral</th>
			<th>are along the lines x+ 3y=4 and 6x-2y=7. Ther $(\mathbf{B})$ square (D) rhombus</th>
		</tr>
		<tr>
			<th>The diagonals of a parallelogram PQF</th>
			<th rowspan=""1"">The diagonals of a parallelogram PQRS are along the ${\mathbf{e}}$ I1tt es x+ 3v= 4 and 6x- 2v= 7.  The</th>
		</tr>
		<tr>
			<td>21.</td>
			<td>${\mathrm{A} }$ ${\mathrm{and}}$ ${\mathrm{B} }$ 3 are any two points $0n$ 2(OA)+3(OB)=10.If P is the middle (A)2x+3y=5 $( \mathbf{B} )$ $2\mathbf{x} + 3\mathbf{y} = 10$</td>
			<td>ne positive x and y axis respectively satisfying oint of AB then the locus of P is- $( \mathbf{C} )$ $3\mathbf{x} + 2\mathbf{y} = 5$ (D) 3x+2y=10</td>
		</tr>
		<tr>
			<td rowspan=""1"">22.</td>
			<td>x+ y= 5 and 7x+ 4y= 15 is-  $\left(\mathrm{A}\right)\left(2,1\right)$ $(\mathbf{B})\left(-1,2\right)$</td>
			<td>$\left(\mathbf{C}\right)\left(1,2\right)$ $\left(\mathrm{D}\right)\left(1,-2\right)$</td>
		</tr>
		<tr>
			<td rowspan=""2"">23.</td>
			<td>If the x intercept of the line y=mx $k+$ $\cdot\mathbf{h}_{a}$ $a_{int}$ $\rho rwal$</td>
			<td>is greater than 1/2 then the gradient of the line lies ir</td>
		</tr>
		<tr>
			<td>.1.0. $\left(\mathrm{A}\right)\left(-1,0\right)$ $(\mathbf{B})\left(-1/4,0\right)$</td>
			<td>$(\mathbf{C})\left(-0{0,-4}\right)$ $\left(\mathrm{D}\right)\left(-4,0\right)$</td>
		</tr>
	</tbody>
</table>

$\boxed{3}$



POINT & STRAIGHT LINE"
MA0265,INT,MODULE,MA03,admin,"The greatest slope along the graph represented by the equation $4\mathrm{x} ^{2}- \mathrm{y} ^{2}+ 2$y-1=0,is-

(A)-3

$(\mathbf{B})-2$

$(\mathbb{C})2$(D)3"
MA0266,INT,MODULE,MA03,admin,"The extremities of the base of an isosceles triangle ABC are the points A(2,0) and B(0,1). If the
equation of the side AC is x=2 then the slope of the side BC is -

(A)$\frac 34$ (B) $\frac 43$ (C) $\frac 32$ (D) $\sqrt {3}$"
MA0267,INT,MODULE,MA03,admin,"Number of lines that can be drawn through the point (4,-5) so that its distance from (-2,3) will

be equal to 12 is equal to-

(D)3

(A) 0


$(\mathbf{B})1$

$(\mathbb{C})2$"
MA0268,INT,MODULE,MA03,admin,"Two mutually perpendicular straight lines through the origin form an isosceles triangle with the

line 2x+y=5. Then the area of the triangle is:

$(\mathbf{B})3$

$(\mathbb{C})5/2$

(A) 5

$(D)1$"
MA0269,INT,MODULE,MA03,admin,"Point'P' lies on the line $\ell ($x$, y) | 3$x+5y$= 15\} .$ If'P' is also equidistant from the coordinate

axes, then P can be located in which of the four quadrants-

$(D)$ IV only

(A) I only

(C) I or II only

$(\mathbf{B})$ II only"
MA0270,INT,MODULE,MA03,admin,"The area of the parallelogram formed by the lines 3x+4y=7a; 3x+4y=7b; 4x+3y=7c and

4x+3y=7d is-

( A) $\frac {\left | ( a- b) ( c- d) \right | }7$

$(\mathbf{B})\left|(\mathbf{a}-\mathbf{b})\left(\mathbf{c}-\mathbf{d}\right)\right|$ (D) 7|(a-b)(c-d)|

(C$) \frac {\left | ( \mathrm{a- b}) ( \mathrm{c- d}) \right | }{49}$"
MA0271,INT,MODULE,MA03,admin,"If x$_1$,y$_1$are the roots of x$^2+8$x-20=0,x$_2$,y$_2$ are the roots of $4x^2+32$x-57=0 and x$_3$, y$_3$ are

the roots of $9x^2+72x-112=0$, then the points, (x_1,y_1), (x_2,y_2) and (x_3, y_3)-

(A) are collinear

(B) form an equilateral triangle

(C) form a right angled isosceles triangle (D) are concyclic"
MA0272,INT,MODULE,MA03,admin,"If the lines x$+(\cos\alpha)$y$+ \sin \alpha = 0$ pass through the same point where $\alpha\in\mathbb{R}$ then $\lambda$ lies in the

interval -

$( \mathbf{B} ) \left \lceil - \sqrt {2}, \sqrt {2}\right \rceil$ $( \mathbf{C} ) \left [ - 2, 2\right ]$ $( \mathbf{D} ) \left ( - \infty , \infty \right )$

(A)[-1,1]

$\underline{4}$



POINT & STRAIGHT LINE"
MA0273,INT,MODULE,MA03,admin,"Family of lines represented by the equation (cosθ+ sinθ)x+(cosθ-sinθ)y-3(3 cosθ+ sinθ)=0 passes through a fixed point M for all real values of $\theta . \textbf{The reflection of M in the line x- y= 0, }$ is-

$\left(\mathbf{C}\right)\left(-6,3\right)$

$\left(\mathbf{B}\right)\left(3,6\right)$

$\left(\mathrm{D}\right)\left(3,-6\right)$

(A)(6,3)"
